NOME_IES	NOME_ESPECIALIZACAO	Area_Conhecimento	CARGA_HORARIA	DURACAO_MESES	MODALIDADE	VAGAS	MUNICIPIO	UF	REGIAO	SITUACAO	Categoria_IES
UNIVERSIDADE FEDERAL DO PARÁ	Especialização em Controle, Prevenção e Intervenção na Violência	Saúde e bem-estar	480	18	Educação Presencial	50	Belém	PA	NORTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO PARÁ	NEONATOLOGIA	Saúde e bem-estar	400	17	Educação Presencial	50	Belém	PA	NORTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO CEARÁ	Acupuntura Tradicional	Saúde e bem-estar	540	18	Educação Presencial	45	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO CEARÁ	Analíses Clínicas e Gestão da Qualidade em Laboratórios	Saúde e bem-estar	450	18	Educação Presencial	30	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO CEARÁ	Hematologia e Hemoterapia	Saúde e bem-estar	450	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO CEARÁ	Cosmiatria e Procedimentos Estéticos Invasivos	Saúde e bem-estar	450	18	Educação Presencial	50	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO CEARÁ	Cardiologia	Saúde e bem-estar	450	48	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO CEARÁ	Engenharia de Software com Devops	Engenharia, produção e construção	450	48	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO CEARÁ	Auditoria em Serviços de Saúde Pública e Privada	Saúde e bem-estar	450	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO PARÁ	SISTEMAS AGROFLORESTAIS (SAFs): BUSCANDO O DESENV. CIENT., SOC. E ECON. NA AMAZÔN. TOCANTINA	Engenharia, produção e construção	405	17	Educação Presencial	30	Cametá	PA	NORTE	Ativo	Pública Federal
Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT	Gestão Pública	Negócios, administração e direito	480	18	Educação a Distância	50	Cáceres	MT	CENTRO-OESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO PARÁ	Gestão da Informação Arquivística	Negócios, administração e direito	360	18	Educação Presencial	50	Belém	PA	NORTE	Ativo	Pública Federal
Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT	Gestão Escolar	Educação	360	18	Educação a Distância	50	Cáceres	MT	CENTRO-OESTE	Ativo	Pública Estadual
Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT	Educação à Distância	Educação	360	18	Educação a Distância	50	Cáceres	MT	CENTRO-OESTE	Ativo	Pública Estadual
Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT	Saberes e Práticas na educação Infantil	Educação	360	18	Educação a Distância	250	Cáceres	MT	CENTRO-OESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO PARÁ	Saúde da Família	Saúde e bem-estar	364	13	Educação Presencial	100	Belém	PA	NORTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL	Docência para a Edu. Profissional, Científica e Tecnológica	Educação	420	18	Educação Presencial	40	Naviraí	MS	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO	Pensamento Filosófico Contemporâneo	Artes e humanidades	450	18	Educação Presencial	20	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE GOIÁS	DIPLOMACIA E RELAÇÕES INTERNACIONAIS	Negócios, administração e direito	363	19	Educação Presencial	40	Goiânia	GO	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE DO ESTADO DO PARÁ	ESPECIALIZAÇÃO EM ENSINO DE SOCIOLOGIA NO ENSINO MÉDIO MODALIDADE A DISTÂNCIA	Artes e humanidades	360	24	Educação a Distância	40	Belém	PA	NORTE	Ativo	Pública Estadual
UNIVERSIDADE DO ESTADO DO PARÁ	ESPECIALIZAÇÃO EM EDUCAÇÃO A DISTÂNCIA	Educação	360	24	Educação a Distância	40	Belém	PA	NORTE	Ativo	Pública Estadual
UNIVERSIDADE DO ESTADO DO PARÁ	ESPECIALIZAÇÃO EM LICENCIATURA PLENA EM CIÊNCIAS NATURAIS	Computação e Tecnologias da Informação e Comunicação (TIC)	1440	48	Educação a Distância	40	Belém	PA	NORTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE GOIÁS	EDUCAÇÃO PATRIMONIAL: ESCOLAS, MUSEUS E COMUNIDADES	Negócios, administração e direito	412	18	Educação a Distância	250	Goiânia	GO	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE GOIÁS	FITOTERAPIA	Saúde e bem-estar	436	20	Educação Presencial	50	Goiânia	GO	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE GOIÁS	ASSESSORIA EM COMUNICAÇÃO	Artes e humanidades	360	13	Educação Presencial	40	Goiânia	GO	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO CARLOS	Ensino de Matemática no Ensino Médio - Matem@tica na Pr@tica	Computação e Tecnologias da Informação e Comunicação (TIC)	360	22	Educação a Distância	150	São Carlos	SP	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS	Urgência e Emergência	Saúde e bem-estar	420	18	Educação a Distância	60	Passos	MG	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS	Gestão Estratégica de Negócios	Negócios, administração e direito	420	18	Educação a Distância	100	Passos	MG	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS	Ensino de Humanidades	Negócios, administração e direito	360	18	Educação Presencial	30	Passos	MG	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS	Formação Docente em Educação Ambiental e Desenvolvimento Sustentável	Educação	360	12	Educação Presencial	40	Araguaína	TO	NORTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS	Agropecuária Sustentável	Agricultura, silvicultura, pesca e veterinária	450	12	Educação Presencial	40	Colinas do Tocantins	TO	NORTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS	Arte e Educação	Artes e humanidades	433	18	Educação Presencial	40	Gurupi	TO	NORTE	Ativo	Pública Federal
UNIVERSIDADE DE SÃO PAULO	em Saúde Pública	Saúde e bem-estar	400	13	Educação a Distância	80	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	DOCÊNCIA, LINGUAGENS E TECNOLOGIAS EDUCACIONAIS	Educação	390	18	Educação Presencial	30	Coxim	MS	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE DE SÃO PAULO	MBA Varejo e Mercado de Consumo	Negócios, administração e direito	400	18	Educação a Distância	444	Piracicaba	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE SÃO PAULO	Comportamento nas Organizações	Educação	420	22	Educação a Distância	220	Ribeirão Preto	SP	SUDESTE	Ativo	Pública Estadual
FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA	Educação Escolar Indígena	Educação	360	18	Educação Presencial	30	Ji-Paraná	RO	NORTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS	Agroecologia	Agricultura, silvicultura, pesca e veterinária	424	18	Educação a Distância	40	Rio Pomba	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	EDUCAÇÃO FÍSICA ESCOLAR	Educação	360	18	Educação a Distância	150	Campo Grande	MS	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	MÍDIAS NA EDUCAÇÃO - 2017	Educação	360	18	Educação a Distância	350	Campo Grande	MS	CENTRO-OESTE	Ativo	Pública Federal
FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA	GESTÃO PÚBLICA	Negócios, administração e direito	360	12	Educação Presencial	30	Cacoal	RO	NORTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS	Sustentabilidade na Construção Civil	Engenharia, produção e construção	360	18	Educação Presencial	20	Juiz de Fora	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Informática em Radiologia	Saúde e bem-estar	300	10	Educação Presencial	1	São Paulo	SP	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO	ENSINO DE CIÊNCIAS E MATEMÁTICA	Educação	360	12	Educação Presencial	40	Uberlândia	MG	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO	Práticas interpretativas em Música Popular com ênfase no Frevo	Artes e humanidades	450	18	Educação Presencial	20	Recife	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO PIAUÍ	GESTÃO E EDUCAÇÃO AMBIENTAL	Educação	450	18	Educação a Distância	592	Campo Maior	PI	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO PIAUÍ	ENSINO DE FILOSOFIA NO ENSINO MÉDIO	Saúde e bem-estar	430	18	Educação a Distância	171	Campo Maior	PI	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO PIAUÍ	ENSINO DE SOCIOLOGIA NO ENSINO MÉDIO	Artes e humanidades	360	18	Educação a Distância	177	Barras	PI	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO CEARÁ	GESTÃO DE NEGÓCIOS GASTRONÔMICOS	Negócios, administração e direito	450	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ	ENSINO DE GEOGRAFIA	Educação	400	18	Educação Presencial	15	Belém	PA	NORTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO PIAUÍ	GESTÃO EDUCACIONAL: ESPAÇOS ESCOLARES E NÃO ESCOLARES	Educação	480	18	Educação a Distância	321	Piracuruca	PI	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO CEARÁ	BIOQUIMICA APLICADA A TECNOLOGIA	Serviços	450	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	Engenharia Econômica e Análise Gerencial de Custos	Engenharia, produção e construção	420	24	Educação Presencial	30	Porto Alegre	RS	SUL	Ativo	Pública Federal
Instituto Federal de Educação, Ciência e Tecnologia do Acre	Agricultura Familiar	Agricultura, silvicultura, pesca e veterinária	360	12	Educação Presencial	30	Rio Branco	AC	NORTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	Políticas Públicas e Gestão da Educação	Educação	375	18	Educação Presencial	30	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO PIAUÍ	BIODIVERSIDADE E CONSERVAÇÃO	Saúde e bem-estar	480	18	Educação a Distância	261	Teresina	PI	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO PIAUÍ	HISTÓRIA E CULTURA AFROP-BRASILEIRA E AFRICANA	Artes e humanidades	420	18	Educação a Distância	372	Campo Maior	PI	NORDESTE	Ativo	Pública Estadual
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	Educação Matemática	Educação	440	18	Educação Presencial	20	Piracicaba	SP	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	Temas Transversais	Educação	420	18	Educação Presencial	30	Salto	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Neurociências	Saúde e bem-estar	360	15	Educação Presencial	500	Santos	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO PIAUÍ	LÍNGUA BRASILEIRA DE SINAIS - LIBRAS	Educação	465	18	Educação a Distância	459	Teresina	PI	NORDESTE	Ativo	Pública Estadual
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	Docência na Educação Básica	Educação	420	18	Educação Presencial	40	São José dos Campos	SP	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS	Docência na Educação Profissional e Tecnológica.	Educação	400	18	Educação a Distância	50	Rio Pomba	MG	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA	Gestão e Negócios	Negócios, administração e direito	420	18	Educação Presencial	25	Santa Rosa	RS	SUL	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	Desenvolvimento de Sistemas para Dispositivos Móveis	Computação e Tecnologias da Informação e Comunicação (TIC)	420	18	Educação Presencial	30	São Carlos	SP	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	Informática Aplicada à Educação	Educação	440	18	Educação Presencial	40	Itapetininga	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO AMAPÁ	Curso de Especialização em Defesa e Segurança no Amapá	Negócios, administração e direito	420	24	Educação Presencial	40	Macapá	AP	NORTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	AROMATERAPIA	Saúde e bem-estar	400	15	Educação Presencial	49	Natal	RN	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	ENGENHARIA DE SEGURANÇA DO TRABALHO	Engenharia, produção e construção	682	24	Educação Presencial	80	Natal	RN	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	FINANÇAS CORPORATIVAS	Negócios, administração e direito	436	25	Educação Presencial	41	Natal	RN	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	FISIOLOGIA DO EXERCÍCIO: BASES TEÓRICAS E PRÁTICAS DO FITNESS E PERSONAL TRAINER	Educação	360	19	Educação Presencial	90	Natal	RN	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	HISTÓRIA DOS SERTÕES	Artes e humanidades	360	13	Educação Presencial	40	Caicó	RN	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	TREINAMENTO DE FORÇA  TURMA II	Educação	360	18	Educação Presencial	85	Natal	RN	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Hemodinâmica em Cardiopatias Congênitas	Saúde e bem-estar	720	24	Educação Presencial	2	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Diagnóstico por Imagem em Medicina Interna (Tórax, Abdômen)	Saúde e bem-estar	720	24	Educação Presencial	2	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Enfermagem Gerontológica e Geriátrica	Saúde e bem-estar	360	14	Educação Presencial	60	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Mindfulness	Saúde e bem-estar	425	14	Educação Presencial	70	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Neurocirurgia Pediátrica	Saúde e bem-estar	360	12	Educação Presencial	2	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Fisiologia do Exercício Aplicada à Clínica	Saúde e bem-estar	400	12	Educação a Distância	30	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Antropologia Forense e Direitos Humanos	Saúde e bem-estar	360	20	Educação Presencial	40	São Paulo	SP	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS	Gestão de Micro, Pequenas e Médias Empresas	Negócios, administração e direito	440	18	Educação Presencial	25	Januária	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE UBERLÂNDIA	Português Língua Estrangeira e Cultura Brasileira	Artes e humanidades	360	20	Educação Presencial	20	Uberlândia	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE DE PERNAMBUCO	Gestão Pública	Negócios, administração e direito	360	18	Educação a Distância	50	Nazaré da Mata	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ	Automação e Controle de Processos Industriais	Engenharia, produção e construção	376	20	Educação Presencial	40	Cornélio Procópio	PR	SUL	Ativo	Pública Federal
UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ	Redes de Computadores: Projeto e Implementação	Computação e Tecnologias da Informação e Comunicação (TIC)	360	12	Educação a Distância	40	Cornélio Procópio	PR	SUL	Ativo	Pública Federal
UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ	Engenharia de Segurança do Trabalho (Modalidade Semipresencial) - Cornélio Procópio	Engenharia, produção e construção	635	20	Educação Presencial	30	Cornélio Procópio	PR	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO AMAPÁ	Especialização em Estudos Teatrais Contemporâneos	Artes e humanidades	400	18	Educação Presencial	30	Macapá	AP	NORTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO	Segurança Alimentar e Nutricional	Saúde e bem-estar	390	18	Educação Presencial	30	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO AMAPÁ	Especialização em Gênero e Diversidade na Escola	Artes e humanidades	360	12	Educação Presencial	100	Macapá	AP	NORTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	gerontologia	Saúde e bem-estar	360	18	Educação Presencial	45	Natal	RN	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	Artes e Tecnologias	Artes e humanidades	420	17	Educação a Distância	90	Recife	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DA FRONTEIRA SUL	Realidade Brasileira	Educação	390	19	Educação Presencial	50	Laranjeiras do Sul	PR	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO CARLOS	Música em movimento: propostas para educação escolar	Artes e humanidades	360	18	Educação Presencial	50	São Carlos	SP	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA	Gestão da Qualidade e Novas Tendências em Alimentos	Agricultura, silvicultura, pesca e veterinária	360	24	Educação Presencial	25	Santa Rosa	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Web Intelligence e Analítica de Dados	Engenharia, produção e construção	360	13	Educação Presencial	30	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA	GESTÃO EM SAÚDE - EAD	Saúde e bem-estar	420	18	Educação a Distância	100	Caçador	SC	SUL	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA	GESTÃO EM SAÚDE - EAD	Saúde e bem-estar	420	18	Educação a Distância	100	Chapecó	SC	SUL	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA	GESTÃO EM SAÚDE - EAD	Saúde e bem-estar	420	18	Educação a Distância	100	Florianópolis	SC	SUL	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA	GESTÃO EM SAÚDE - EAD	Saúde e bem-estar	420	18	Educação a Distância	100	Florianópolis	SC	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO PARÁ	MATEMÁTICA DO ENSINO SUPERIOR	Ciências naturais, matemática e estatística	456	18	Educação Presencial	30	Belém	PA	NORTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	Gestão de Sistemas da Informação	Computação e Tecnologias da Informação e Comunicação (TIC)	480	18	Educação Presencial	20	Guarulhos	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE DO ESTADO DE MINAS GERAIS	Design de Móveis	Engenharia, produção e construção	444	20	Educação Presencial	45	Belo Horizonte	MG	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DO ESTADO DE MINAS GERAIS	Engenharia de Segurança do Trabalho	Engenharia, produção e construção	504	20	Educação Presencial	40	Divinópolis	MG	SUDESTE	Ativo	Pública Estadual
COLÉGIO PEDRO II	EDUCAÇÃO DAS RELAÇÕES ÉTNICO RACIAIS NO ENSINO BÁSICO	Educação	360	24	Educação Presencial	40	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO	Pós-Graduação Lato Sensu em Gestão  Estratégica de Negócios	Negócios, administração e direito	400	18	Educação Presencial	30	Patrocínio	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE DO ESTADO DE MINAS GERAIS	Gestão Pública (EaD) (FaPP)	Negócios, administração e direito	425	18	Educação a Distância	275	Belo Horizonte	MG	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE DO ESTADO DE MINAS GERAIS	Psicopedagogia Clínica e Institucional (FaE)	Educação	452	20	Educação Presencial	40	Belo Horizonte	MG	SUDESTE	Ativo	Pública Estadual
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO	Educação Matemática	Computação e Tecnologias da Informação e Comunicação (TIC)	360	18	Educação Presencial	30	Bom Jesus da Lapa	BA	NORDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO	História e Cultura Afro-Brasileira e Indígena	Artes e humanidades	360	24	Educação Presencial	35	Governador Mangabeira	BA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE GOIÁS	JORNALISMO INVESTIGATIVO E ANÁLISE DE REDES DIGITAIS	Artes e humanidades	360	21	Educação Presencial	55	Goiânia	GO	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	Língua Espanhola, Literatura e Tradução	Artes e humanidades	375	15	Educação Presencial	60	Natal	RN	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Paisagem, Arte e Cultura Paisagística	Artes e humanidades	360	15	Educação Presencial	20	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ	Educação: Métodos e Técnicas de Ensino - MD	Engenharia, produção e construção	360	18	Educação a Distância	240	Medianeira	PR	SUL	Ativo	Pública Federal
CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA	EDUCAÇÃO TECNOLÓGICA turma 2014	Educação	450	24	Educação a Distância	319	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	INTERDISCIPLINAR EM HUMANIDADES	Artes e humanidades	360	18	Educação Presencial	46	Corumbá	MS	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	Ensino e Aprendizagem de Inglês como Língua Estrangeira	Artes e humanidades	360	17	Educação Presencial	65	Natal	RN	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	ENVELHECIMENTO E SAÚDE	Saúde e bem-estar	375	24	Educação Presencial	25	Porto Alegre	RS	SUL	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	Teoria, Metodologia e Práticas de Ensino	Educação	420	18	Educação Presencial	40	Tabuleiro do Norte	CE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	Ciência e Tecnologia Biomédica	Engenharia, produção e construção	420	18	Educação Presencial	40	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	Enfermagem Obstétrica-Rede Cegonhas/MS	Saúde e bem-estar	720	6	Educação Presencial	15	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO PARÁ	Geoprocessamento e Análise Ambiental	Programas básicos	380	12	Educação a Distância	150	Belém	PA	NORTE	Ativo	Pública Federal
CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA	NOVAS TECNOLOGIAS APLICADAS AO ESTUDO DE BIOSSISTEMAS	Computação e Tecnologias da Informação e Comunicação (TIC)	360	24	Educação Presencial	20	Nova Friburgo	RJ	SUDESTE	Ativo	Pública Federal
CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA	EDUCAÇÃO TECNOLÓGICA turma 2012	Educação	450	24	Educação a Distância	250	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
