NOME_IES	NOME_ESPECIALIZACAO	Area_Conhecimento	CARGA_HORARIA	DURACAO_MESES	MODALIDADE	VAGAS	MUNICIPIO	UF	REGIAO	SITUACAO	Categoria_IES
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO	Higiene e Segurança Alimentar	Engenharia, produção e construção	408	11	Educação Presencial	35	Ituiutaba	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Educação em Saúde no Atendimento Escolar Hospitalar: Modalid	Saúde e bem-estar	360	12	Educação Presencial	6	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Eletrofisiologia Clínica	Saúde e bem-estar	360	12	Educação Presencial	6	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Enfermagem em Infectologia - Online	Saúde e bem-estar	480	12	Educação a Distância	55	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO CEARÁ	Saúde Mental	Saúde e bem-estar	525	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO CEARÁ	Saúde do Idoso	Saúde e bem-estar	450	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO CEARÁ	Enfermagem em Estomaterapia	Saúde e bem-estar	540	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO CEARÁ	Enfermagem Obstetríca	Saúde e bem-estar	675	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO CEARÁ	Enfermagem Cardiovascular	Saúde e bem-estar	555	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE SÃO PAULO	Epilepsia e Video-Eletroencefalografia	Saúde e bem-estar	360	12	Educação Presencial	2	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO CEARÁ	Saúde Pública	Saúde e bem-estar	540	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO CEARÁ	Gestão, Auditoria e Pericias em Sistemas de Saúde	Saúde e bem-estar	600	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CRIMINOLOGIA, INSTITUIÇÕES E CONFLITUALIDADES:*	Negócios, administração e direito	375	14	Educação Presencial	50	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO CEARÁ	Segurança Alimental e Nutricional	Saúde e bem-estar	450	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO CEARÁ	Direito Constitucional e Direito Processual Constitucional	Negócios, administração e direito	375	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE JUIZ DE FORA	Ortodontia	Saúde e bem-estar	720	24	Educação Presencial	6	Juiz de Fora	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO CEARÁ	Gestão de Projetos	Negócios, administração e direito	480	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO CEARÁ	Direito Ambiental	Negócios, administração e direito	480	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE SÃO PAULO	Gestão em Saúde  Modalidade a Distância  Pólo São Carlos	Saúde e bem-estar	420	16	Educação a Distância	50	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	INTERVENÇÃO PSICANALÍTICA NA CLÍNICA DA INFÂNCIA E ADOLEC.	Negócios, administração e direito	360	23	Educação Presencial	40	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO CEARÁ	Auditoria	Negócios, administração e direito	480	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	Docência na Saúde	Saúde e bem-estar	360	19	Educação Presencial	660	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	JORNALISMO ESPORTIVO	Negócios, administração e direito	360	19	Educação Presencial	50	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE JUIZ DE FORA	Moda, Cultura de Moda e Arte	Artes e humanidades	360	16	Educação Presencial	45	Juiz de Fora	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE JUIZ DE FORA	Nefrologia	Saúde e bem-estar	720	24	Educação Presencial	5	Juiz de Fora	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Intervenção Fisioterapêutica nas Doenças Neuromusculares	Saúde e bem-estar	376	13	Educação Presencial	50	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Intervenção Interdisciplinar nas Doenças Neuromusculares	Saúde e bem-estar	376	13	Educação Presencial	60	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO CEARÁ	Cuidados Paliativos	Saúde e bem-estar	450	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO CEARÁ	Gestão Pública Municipal	Saúde e bem-estar	600	18	Educação a Distância	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	ATENÇÃO ESPECIALIZADA EM SAÚDE (5 ÊNFASES)	Saúde e bem-estar	720	24	Educação Presencial	36	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO CEARÁ	Ortodontia	Saúde e bem-estar	540	18	Educação Presencial	30	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE GOIÁS	Auditoria e Controle Gerencial	Negócios, administração e direito	390	16	Educação Presencial	40	Goiânia	GO	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO CEARÁ	Psicologia Organizacional e do Trabalho	Negócios, administração e direito	480	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE GOIÁS	Controladoria e Finanças	Negócios, administração e direito	395	24	Educação Presencial	40	Goiânia	GO	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO CEARÁ	Enfermagem em Nefrologia	Saúde e bem-estar	600	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO CEARÁ	Enfermagem Oncológica	Saúde e bem-estar	540	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS	Planejamento e Gestão de Áreas Naturais Protegidas	Computação e Tecnologias da Informação e Comunicação (TIC)	372	18	Educação Presencial	20	Barbacena	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO CEARÁ	Atividade Física: aspectos fisiologicos, patologicos...	Saúde e bem-estar	465	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE JUIZ DE FORA	Gestão da Organização Pública de Saúde	Negócios, administração e direito	540	18	Educação a Distância	150	Juiz de Fora	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO CEARÁ	Formação de Formadores	Educação	540	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO	Ensino de Química e Biologia	Educação	480	18	Educação a Distância	150	Petrolina	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE JUIZ DE FORA	Fisioterapia Cardiorrespiratória	Saúde e bem-estar	450	18	Educação Presencial	25	Juiz de Fora	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE JUIZ DE FORA	Filosofia, Cultura e Sociedade	Artes e humanidades	360	8	Educação Presencial	10	Juiz de Fora	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Neurorradiologia Intervencionista	Saúde e bem-estar	360	12	Educação Presencial	1	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE GOIÁS	DIREITO PENAL	Negócios, administração e direito	360	24	Educação Presencial	55	Goiânia	GO	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO CEARÁ	Nutrição e Exercicio Fisico	Saúde e bem-estar	450	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE JUIZ DE FORA	Educação Financeira Escolar e Educação Matemática	Educação	405	16	Educação Presencial	25	Juiz de Fora	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO CEARÁ	Endodontia	Saúde e bem-estar	540	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE PONTA GROSSA	Ortodontia	Saúde e bem-estar	900	30	Educação Presencial	12	Ponta Grossa	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO CEARÁ	Formação de Tradutores	Artes e humanidades	480	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE JUIZ DE FORA	Ensino de Língua Portuguesa	Educação	360	11	Educação Presencial	30	Juiz de Fora	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Fisioterapia Cardiorespiratória	Saúde e bem-estar	360	12	Educação Presencial	20	São Paulo	SP	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA	Ensino de Língua Inglesa	Educação	420	18	Educação Presencial	28	Chapecó	SC	SUL	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO CEARÁ	Ensino de Lingua Portuguesa	Artes e humanidades	450	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO CEARÁ	Turismo e Meio Ambiente	Saúde e bem-estar	450	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE SÃO PAULO	Otorrinolaringologia Pediátrica	Saúde e bem-estar	360	12	Educação Presencial	2	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO CEARÁ	Ensino de Matematica	Educação	510	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE GOIÁS	DIREITO PROCESSUAL CONSTITUCIONAL	Negócios, administração e direito	375	24	Educação Presencial	60	Goiânia	GO	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE GOIÁS	DIREITO PROCESSUAL PENAL	Negócios, administração e direito	390	18	Educação Presencial	55	Goiânia	GO	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO CEARÁ	Educação  Ambiental	Educação	450	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE GOIÁS	DIREITO TRIBUTÁRIO	Negócios, administração e direito	360	24	Educação Presencial	55	Goiânia	GO	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	MARKETING	Negócios, administração e direito	360	24	Educação Presencial	30	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Gastroenterologia Pediátrica para Nutricionistas	Saúde e bem-estar	360	12	Educação Presencial	4	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE GOIÁS	ASSESSORIA DE COMUNICAÇÃO E MARKETING	Negócios, administração e direito	360	18	Educação Presencial	50	Goiânia	GO	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL FLUMINENSE	MBA Gestão Empreendedora	Negócios, administração e direito	360	18	Educação Presencial	800	Niterói	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL FLUMINENSE	MBA - Gestão pela Qualidade Total	Engenharia, produção e construção	360	12	Educação Presencial	60	Niterói	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO CEARÁ	Gestão e Avaliação de Instituições de Ensino Superior	Educação	450	18	Educação Presencial	40	Fortaleza	CE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL FLUMINENSE	MBA - Gestão Estratégica da Produção e Manutenção	Engenharia, produção e construção	370	12	Educação Presencial	60	Niterói	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL FLUMINENSE	Engenharia de Produção	Engenharia, produção e construção	380	12	Educação Presencial	60	Niterói	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL FLUMINENSE	Engenharia de Segurança do Trabalho	Engenharia, produção e construção	660	18	Educação Presencial	60	Niterói	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Gestão Pública	Saúde e bem-estar	510	18	Educação Presencial	350	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE GOIÁS	BANCO DE DADOS	Computação e Tecnologias da Informação e Comunicação (TIC)	360	12	Educação Presencial	40	Goiânia	GO	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Gestão Pública Municipal	Saúde e bem-estar	510	18	Educação Presencial	390	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Hemodinâmica e Cardiologia Intervencionista	Saúde e bem-estar	360	12	Educação Presencial	1	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Gerência de Segurança da Informação	Computação e Tecnologias da Informação e Comunicação (TIC)	360	13	Educação Presencial	35	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Patologia Clínica	Saúde e bem-estar	600	20	Educação Presencial	6	São Paulo	SP	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE	Literatura e Ensino	Educação	440	15	Educação a Distância	200	Natal	RN	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Patologias da Coluna Vertebral	Saúde e bem-estar	360	12	Educação Presencial	2	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Patologias do Quadril - Adulto	Saúde e bem-estar	360	12	Educação Presencial	2	São Paulo	SP	SUDESTE	Ativo	Pública Federal
CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA	EDUCAÇÃO E CONTEMPORANEIDADE	Educação	360	24	Educação Presencial	25	Nova Friburgo	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Literatura Espanhola Contemporânea	Artes e humanidades	360	10	Educação Presencial	20	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Literaturas Portuguesa e Africanas	Artes e humanidades	360	10	Educação Presencial	30	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	LIBRAS: Ensino, Tradução e Interpretação	Artes e humanidades	465	22	Educação Presencial	35	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE JUIZ DE FORA	Fisioterapia Dermatofuncional	Saúde e bem-estar	362	15	Educação Presencial	33	Juiz de Fora	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI	MATEMATICA	Computação e Tecnologias da Informação e Comunicação (TIC)	465	23	Educação a Distância	315	São João del Rei	MG	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS	Educação Matemática	Educação	440	18	Educação Presencial	25	Inconfidentes	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE GOIÁS	PSICOLOGIA DOS PROCESSOS EDUCATIVOS	Educação	360	18	Educação Presencial	40	Goiânia	GO	CENTRO-OESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO	Desenvolvimento Sustentável no Semiárido	Agricultura, silvicultura, pesca e veterinária	380	18	Educação Presencial	40	Senhor do Bonfim	BA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	MBA em Economia e Gestão em Saúde	Saúde e bem-estar	360	10	Educação Presencial	55	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE PELOTAS	Direito ambiental	Negócios, administração e direito	374	24	Educação Presencial	20	Pelotas	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE GOIÁS	INSTALAÇÕES ELÉTRICAS PREDIAIS	Engenharia, produção e construção	390	24	Educação Presencial	40	Goiânia	GO	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Engenharia Mecatrônica	Engenharia, produção e construção	360	24	Educação Presencial	46	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Gestão do Conhecimento e Inteligência Empresarial	Engenharia, produção e construção	360	18	Educação Presencial	30	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE GOIÁS	PLANEJAMENTO E GERENCIAMENTO DE RECURSOS HÍDRICOS	Engenharia, produção e construção	380	18	Educação Presencial	40	Goiânia	GO	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	MBT  GESTÃO EM TRANSPORTES	Engenharia, produção e construção	360	24	Educação Presencial	30	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	DIREITO E ECONOMIA	Negócios, administração e direito	360	24	Educação Presencial	66	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE GOIÁS	PLANEJAMENTO TRIBUTÁRIO	Computação e Tecnologias da Informação e Comunicação (TIC)	360	24	Educação Presencial	40	Goiânia	GO	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Gestão Ambiental	Engenharia, produção e construção	400	12	Educação Presencial	40	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO MARANHÃO	MBA EM AUDITORIA E PERICIA CONTÁBIL	Negócios, administração e direito	360	18	Educação Presencial	35	Imperatriz	MA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	Residência em Engenharia de Software	Computação e Tecnologias da Informação e Comunicação (TIC)	360	14	Educação Presencial	33	Natal	RN	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	MBA em Inteligência de Negócios	Engenharia, produção e construção	360	20	Educação Presencial	35	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Gestão Pública	Negócios, administração e direito	501	10	Educação Presencial	44	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	Consciência Corporal	Saúde e bem-estar	360	11	Educação Presencial	66	Natal	RN	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Tecnologias da Informação Aplicadas à Educação	Computação e Tecnologias da Informação e Comunicação (TIC)	363	15	Educação Presencial	35	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	Iniciação Esportiva: Bases filosóficas e ped no des. humano	Saúde e bem-estar	360	20	Educação Presencial	55	Natal	RN	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Otoneurologia	Saúde e bem-estar	360	12	Educação Presencial	6	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Endocrinologia Pediátrica	Saúde e bem-estar	690	23	Educação Presencial	4	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	II Cur de Pós-grad em Música-Práticas Interp do Séc.XX e XXI	Artes e humanidades	360	12	Educação Presencial	20	Natal	RN	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	Gestão Estratégica de Sistemas de Informação	Negócios, administração e direito	360	21	Educação Presencial	50	Natal	RN	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO	Estatística Aplicada	Ciências naturais, matemática e estatística	368	18	Educação Presencial	20	Seropédica	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Gestão Empresarial de Transportes de Passageiros	Engenharia, produção e construção	370	13	Educação Presencial	25	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE VIÇOSA	Residência em Medicina Veterinária	Agricultura, silvicultura, pesca e veterinária	360	12	Educação Presencial	10	Viçosa	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Coppead Finanças	Negócios, administração e direito	360	10	Educação Presencial	42	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Enfermagem Dermatológica	Saúde e bem-estar	482	3	Educação Presencial	25	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO	Ensino superior, contemporaneidade e novas tecnologias	Educação	420	16	Educação a Distância	60	Petrolina	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	Psicologia do Trabalho e das Organizações	Artes e humanidades	390	19	Educação Presencial	45	Natal	RN	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE VIÇOSA	Gestão da Produção	Engenharia, produção e construção	390	24	Educação Presencial	40	Viçosa	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE VIÇOSA	Futebol	Saúde e bem-estar	390	24	Educação Presencial	50	Viçosa	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	Análise de Riscos e Desastres Ambientais	Computação e Tecnologias da Informação e Comunicação (TIC)	420	12	Educação Presencial	25	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO AMAPÁ	SAÚDE MENTAL	Saúde e bem-estar	585	18	Educação Presencial	45	Macapá	AP	NORTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO ACRE	ENFERMAGEM OBSTETRICA	Saúde e bem-estar	570	12	Educação Presencial	25	Rio Branco	AC	NORTE	Ativo	Pública Federal
